9.423995166087824327e+04,9.405617349506325263e+04,9.345605410201718041e+04,9.274025826807627163e+04,9.341004597775709408e+04,9.369806425568790291e+04,9.462858188200234144e+04,9.517414248292903358e+04,9.628140867273717595e+04,9.743582621958777600e+04,9.893912449991519679e+04,1.008559046434887860e+05,1.031204149238045502e+05,1.047497330508703453e+05,1.071488658517497097e+05,1.097352684034854610e+05,1.124767781710137497e+05,1.156265825620903634e+05,1.188331175994660734e+05,1.223109396825606818e+05,1.254995884641336452e+05,1.298607577750502678e+05,1.338944843674367003e+05,1.372918333876538964e+05,1.417821250685594277e+05,1.465977652535722009e+05,1.518157719140884292e+05,1.574552992345582461e+05,1.622970305616527039e+05,1.681158105637792614e+05,1.737422556926267862e+05,1.799216889370180434e+05,1.855266415649361734e+05,1.921831193552965415e+05,1.991133765245549148e+05,2.055609751015572692e+05,2.117747530927385960e+05,2.190981891567035927e+05,2.267266167935151898e+05,2.338092307528856618e+05,2.418368325975682528e+05
9.004682892177593021e+04,8.891533190721861320e+04,8.860173989900924789e+04,8.770560863674522261e+04,8.771820024953514803e+04,8.807146663987264037e+04,8.918038310473348247e+04,8.992768800022658252e+04,9.091343562566107721e+04,9.225915006340954278e+04,9.338088462846577750e+04,9.520948488922655815e+04,9.708178250298580679e+04,9.912029014417724102e+04,1.014727519512693980e+05,1.040578674091283319e+05,1.068582399580077035e+05,1.093611426358530443e+05,1.132400475884945918e+05,1.163726709805425489e+05,1.200966624966405507e+05,1.240949958669195039e+05,1.282166810166232026e+05,1.319086002170329157e+05,1.368417535561980039e+05,1.417661053785594122e+05,1.464696602640143828e+05,1.510973628010057146e+05,1.564343802456746926e+05,1.623039744447404810e+05,1.679710171339868393e+05,1.741068204902686703e+05,1.798997129753652844e+05,1.863293502671679598e+05,1.927567068286422582e+05,1.994560098804074514e+05,2.067139480634762440e+05,2.133636526033740956e+05,2.207154974192524678e+05,2.283741092802053317e+05,2.358917599500883953e+05
8.544450058745984279e+04,8.398811754022938840e+04,8.400563957370462595e+04,8.336816660246610991e+04,8.346562945514508465e+04,8.354363424041170219e+04,8.323872338579618372e+04,8.481063142200344009e+04,8.573085058128001401e+04,8.685093179921031697e+04,8.789055245721300889e+04,8.970184471399651375e+04,9.156318201403730200e+04,9.340729712322902924e+04,9.616952998090133769e+04,9.866616394330436015e+04,1.012177935784977017e+05,1.042788390624224267e+05,1.074237163975533185e+05,1.107072351194392249e+05,1.140116310535707453e+05,1.182899314552395081e+05,1.218039910004666017e+05,1.261740731300328625e+05,1.310811188658961328e+05,1.355169172201968322e+05,1.402464815513832145e+05,1.458352686321136716e+05,1.505582115422843490e+05,1.566987446036659239e+05,1.610199012630335346e+05,1.680538773303417838e+05,1.737736070695038652e+05,1.793013950710612116e+05,1.869177651079242933e+05,1.935273114508090366e+05,2.008881915908737283e+05,2.066000127660974686e+05,2.151240693575076293e+05,2.223222293156817905e+05,2.290393808227148838e+05
8.115972945686870662e+04,8.022274408448769827e+04,7.937891097789024934e+04,7.902218481611995958e+04,7.881840969508078706e+04,7.866237073581163713e+04,7.868675823697091255e+04,7.959232765758926689e+04,8.029557242862968997e+04,8.119565428282502398e+04,8.283182350970683910e+04,8.418071415597865416e+04,8.597723742152182967e+04,8.784686494527356990e+04,9.076892241199778800e+04,9.302374498857844446e+04,9.538332220626682101e+04,9.853924413808513782e+04,1.019012504690526985e+05,1.055455048468933965e+05,1.085058953087384289e+05,1.121579819133296696e+05,1.160534077973513631e+05,1.196645935803552857e+05,1.243930543480277847e+05,1.299250143915541412e+05,1.344201395181939879e+05,1.400545657607177563e+05,1.445366861069333099e+05,1.502101442148099595e+05,1.550245312591994589e+05,1.609600359023602796e+05,1.676673560674520850e+05,1.732504725688238686e+05,1.813199402936625411e+05,1.874278810146538890e+05,1.942556991057895357e+05,2.011406204379401461e+05,2.086355834807399660e+05,2.159700771571356745e+05,2.235867527132009855e+05
7.726523820536874700e+04,7.557237153157830471e+04,7.451018550165796478e+04,7.443662289679225069e+04,7.378746318868600065e+04,7.361062057826766977e+04,7.421650476950671873e+04,7.421153979878575774e+04,7.512852341654997144e+04,7.511333598044487007e+04,7.647939298677800980e+04,7.821753049550847209e+04,7.994959042242456053e+04,8.268815546390369127e+04,8.498162015575262194e+04,8.732277140138315735e+04,9.011010991987593297e+04,9.285208851720622624e+04,9.557377593175430957e+04,9.931023026201633911e+04,1.025971764862168930e+05,1.057103130085256853e+05,1.104986185635458096e+05,1.144663812201355322e+05,1.182912653386932652e+05,1.227643181206850277e+05,1.285584407234023092e+05,1.326732456620590528e+05,1.378745294486338680e+05,1.441111822840567620e+05,1.492090016732734512e+05,1.546839533862570825e+05,1.611200919734858035e+05,1.683341068739248149e+05,1.745806296650685545e+05,1.812589988081938063e+05,1.878337591945786553e+05,1.942060105844701757e+05,2.016882437656260445e+05,2.094777568241644185e+05,2.172101722406069748e+05
7.244918475503039372e+04,7.243543484744889429e+04,7.063757206023651815e+04,6.975290821859253629e+04,6.884978374500328209e+04,6.807496947868281859e+04,6.888567940989881754e+04,6.911007034445676254e+04,6.945073502322923741e+04,7.104617818830320903e+04,7.183342319378553657e+04,7.372359732442730456e+04,7.512285150546251680e+04,7.722586570391144778e+04,7.861414929488506459e+04,8.140288651964177552e+04,8.360924604707951949e+04,8.631619604510403587e+04,8.963760294865495234e+04,9.291628842545044608e+04,9.625801958285023284e+04,9.957454682321270229e+04,1.042119211966473231e+05,1.085047183194381214e+05,1.119503618538126902e+05,1.167784049617935380e+05,1.221005085044454027e+05,1.272180080760738492e+05,1.317512106758030131e+05,1.378784715594947047e+05,1.428433666292660928e+05,1.485277977558156417e+05,1.554893294216184295e+05,1.620778920219072024e+05,1.674273977835085534e+05,1.750110098440965230e+05,1.808876510467947228e+05,1.879671619606098684e+05,1.964506582809841784e+05,2.027224514684897731e+05,2.103700968625958194e+05
7.036032646855092025e+04,6.863477989177446580e+04,6.563238117721566232e+04,6.570915722814091714e+04,6.525669350080755248e+04,6.418223673919961584e+04,6.461710206758748245e+04,6.368384136658855277e+04,6.464990608465463447e+04,6.560321492800110718e+04,6.661541863094939617e+04,6.768035953356951359e+04,6.945182758705424203e+04,7.169217505680926843e+04,7.273642575660292641e+04,7.553824797737428162e+04,7.805980811546134646e+04,8.092500061900721630e+04,8.466968535206413071e+04,8.646942497029712831e+04,8.992128396860267094e+04,9.360207451062525797e+04,9.749337324610236101e+04,1.026625621459786344e+05,1.061960182882170047e+05,1.112420036374430783e+05,1.164917913377075165e+05,1.201661229781988222e+05,1.254206013978260162e+05,1.314687842154704558e+05,1.368344029255780333e+05,1.426060245791196066e+05,1.484772666779536230e+05,1.558903828461410885e+05,1.611993862879374647e+05,1.690288852591770410e+05,1.748901210386404709e+05,1.830054503359853697e+05,1.903129642564445967e+05,1.971503103302523959e+05,2.052647318633531977e+05
7.613932420339412056e+04,6.433697020675504609e+04,6.321755535333644366e+04,6.164913394750458974e+04,5.966144187476508523e+04,6.023969249085009506e+04,6.026544931917372742e+04,5.878284319062560826e+04,6.033502341575754690e+04,6.087229675721933745e+04,6.166061995986403781e+04,6.237967322728435829e+04,6.334777855029933562e+04,6.612798461358474742e+04,6.778259153968177270e+04,7.059245820698478201e+04,7.352896297463863448e+04,7.523804222036106512e+04,7.764321710277213424e+04,8.054243430810957216e+04,8.551293149267282570e+04,8.825159716504933021e+04,9.196960766167180554e+04,9.622214353564163321e+04,1.005332668589496752e+05,1.050942072626875452e+05,1.093802501838474564e+05,1.143491313232128305e+05,1.204285801402893121e+05,1.249823899765521055e+05,1.314629057094261516e+05,1.372870094577271666e+05,1.427599081720293616e+05,1.480815699347741320e+05,1.562253042402614083e+05,1.619506151443569106e+05,1.688118715590411448e+05,1.766874447571915225e+05,1.834558911589923664e+05,1.916752151326407620e+05,1.978954563341011526e+05
7.455302319001675642e+04,7.152574431634697248e+04,5.976307814758941822e+04,5.844345326188020408e+04,5.720096494409601291e+04,5.501854446123781963e+04,5.489725771976180840e+04,5.549669195485307864e+04,5.498050307268067991e+04,5.550610983689245040e+04,5.567091587876646372e+04,5.794927344190797885e+04,5.853565925066982891e+04,6.052651285803887004e+04,6.185688571757401223e+04,6.465514462132319750e+04,6.649855127309427189e+04,6.937466523452951515e+04,7.184497257275896845e+04,7.601763803004227520e+04,7.810910499082035676e+04,8.245914973498535983e+04,8.674033366053608188e+04,9.020299235151825997e+04,9.448288568916761142e+04,9.956046610329746909e+04,1.036086894276644307e+05,1.082338934367957118e+05,1.143496616601077840e+05,1.200838654492995993e+05,1.249663764617889829e+05,1.311485762584282493e+05,1.359503903623540828e+05,1.434175774838967482e+05,1.487229628677396395e+05,1.561702895880226279e+05,1.621615971945208439e+05,1.706654337269935349e+05,1.768335974338683591e+05,1.843467142983574013e+05,1.920909940661159926e+05
7.438018789071144420e+04,7.089569678564515198e+04,6.808044810127309756e+04,5.527565906746040855e+04,5.359079171233090165e+04,5.234957560964058212e+04,5.162110873950274254e+04,5.098326437864267064e+04,5.151908537791077106e+04,5.032758803537325002e+04,5.239092833005254943e+04,5.236824361586783925e+04,5.435630484677352069e+04,5.471369932586803043e+04,5.675962744156376721e+04,5.854743563787102175e+04,6.068454686667906208e+04,6.456859277683727123e+04,6.729315343309467426e+04,6.975574321313787368e+04,7.375425508895331586e+04,7.720884537026073667e+04,7.988305251024400059e+04,8.460042658386038966e+04,8.883989004624505469e+04,9.389023270268324995e+04,9.721882987408059125e+04,1.024148448561976984e+05,1.071288317129771895e+05,1.129548672127568716e+05,1.184112331948382780e+05,1.241718668969550490e+05,1.301849634915669594e+05,1.374391971236848622e+05,1.427953279659455875e+05,1.494968091149683751e+05,1.574639943866482354e+05,1.641570552023402124e+05,1.709012190463916922e+05,1.789116632875739888e+05,1.858828780774517218e+05
